frameTime,leftGaze origin x,leftGaze origin y,leftGaze origin z,leftGaze direction x,leftGaze direction y,leftGaze direction z,rightGaze origin x,rightGaze origin y,rightGaze origin z,rightGaze direction x,rightGaze direction y,rightGaze direction z,is looking at object ,object identification ,object location 
"1.498936","-0.339","1.709","-3.684","-0.447","-0.062","0.893","-0.274","1.709","-3.678","-0.442","-0.036","0.896","False","no object","(0, 0, 0)"
"1.513094","-0.339","1.709","-3.684","-0.447","-0.061","0.893","-0.274","1.709","-3.678","-0.442","-0.036","0.896","False","no object","(0, 0, 0)"
"1.525882","-0.339","1.709","-3.683","-0.447","-0.061","0.892","-0.274","1.709","-3.678","-0.442","-0.036","0.896","False","no object","(0, 0, 0)"
"1.540027","-0.339","1.709","-3.683","-0.447","-0.06","0.893","-0.274","1.709","-3.678","-0.443","-0.036","0.896","False","no object","(0, 0, 0)"
"1.554038","-0.339","1.709","-3.683","-0.447","-0.06","0.892","-0.274","1.709","-3.678","-0.443","-0.036","0.896","False","no object","(0, 0, 0)"
"1.568821","-0.339","1.709","-3.683","-0.448","-0.06","0.892","-0.274","1.709","-3.678","-0.444","-0.035","0.895","False","no object","(0, 0, 0)"
"1.583953","-0.339","1.709","-3.683","-0.448","-0.06","0.892","-0.274","1.709","-3.678","-0.445","-0.034","0.895","False","no object","(0, 0, 0)"
"1.598211","-0.339","1.709","-3.683","-0.448","-0.06","0.892","-0.274","1.709","-3.678","-0.445","-0.034","0.895","False","no object","(0, 0, 0)"
"1.612126","-0.339","1.709","-3.683","-0.448","-0.06","0.892","-0.274","1.709","-3.678","-0.446","-0.034","0.894","False","no object","(0, 0, 0)"
"1.625653","-0.339","1.708","-3.683","-0.449","-0.059","0.892","-0.274","1.709","-3.678","-0.447","-0.035","0.894","False","no object","(0, 0, 0)"
"1.639906","-0.339","1.708","-3.683","-0.449","-0.064","0.891","-0.274","1.709","-3.678","-0.448","-0.042","0.893","False","no object","(0, 0, 0)"
"1.653869","-0.339","1.708","-3.683","-0.448","-0.075","0.891","-0.274","1.709","-3.678","-0.453","-0.065","0.889","False","no object","(0, 0, 0)"
"1.668089","-0.339","1.709","-3.683","-0.442","-0.142","0.886","-0.274","1.709","-3.678","-0.453","-0.13","0.882","False","no object","(0, 0, 0)"
"1.683128","-0.339","1.709","-3.683","-0.445","-0.147","0.883","-0.274","1.709","-3.678","-0.448","-0.133","0.884","False","no object","(0, 0, 0)"
"1.697309","-0.339","1.709","-3.683","-0.445","-0.147","0.883","-0.274","1.709","-3.678","-0.447","-0.133","0.885","False","no object","(0, 0, 0)"
"1.711976","-0.339","1.708","-3.683","-0.446","-0.149","0.882","-0.274","1.709","-3.678","-0.445","-0.133","0.886","False","no object","(0, 0, 0)"
"1.726271","-0.339","1.708","-3.683","-0.446","-0.149","0.882","-0.274","1.709","-3.678","-0.445","-0.133","0.886","False","no object","(0, 0, 0)"
"1.739644","-0.339","1.708","-3.683","-0.447","-0.149","0.882","-0.274","1.709","-3.678","-0.444","-0.133","0.886","False","no object","(0, 0, 0)"
"1.754345","-0.339","1.708","-3.683","-0.448","-0.149","0.882","-0.274","1.709","-3.678","-0.443","-0.133","0.887","False","no object","(0, 0, 0)"
"1.768712","-0.339","1.708","-3.683","-0.448","-0.148","0.882","-0.274","1.709","-3.678","-0.443","-0.132","0.886","False","no object","(0, 0, 0)"
"1.783352","-0.339","1.708","-3.683","-0.449","-0.147","0.881","-0.274","1.709","-3.678","-0.444","-0.131","0.886","False","no object","(0, 0, 0)"
"1.796974","-0.339","1.708","-3.683","-0.449","-0.146","0.881","-0.274","1.709","-3.678","-0.444","-0.13","0.886","False","no object","(0, 0, 0)"
"1.811434","-0.339","1.708","-3.683","-0.45","-0.144","0.881","-0.274","1.709","-3.678","-0.445","-0.129","0.886","False","no object","(0, 0, 0)"
"1.825186","-0.339","1.708","-3.683","-0.45","-0.143","0.882","-0.274","1.709","-3.678","-0.445","-0.129","0.886","False","no object","(0, 0, 0)"
"1.840276","-0.339","1.708","-3.683","-0.45","-0.143","0.881","-0.274","1.709","-3.678","-0.445","-0.128","0.886","False","no object","(0, 0, 0)"
"1.854603","-0.339","1.708","-3.683","-0.45","-0.142","0.882","-0.274","1.709","-3.678","-0.445","-0.129","0.886","False","no object","(0, 0, 0)"
"1.868425","-0.339","1.708","-3.683","-0.449","-0.142","0.882","-0.274","1.709","-3.678","-0.446","-0.129","0.886","False","no object","(0, 0, 0)"
"1.882829","-0.339","1.708","-3.683","-0.45","-0.143","0.882","-0.274","1.709","-3.678","-0.446","-0.129","0.886","False","no object","(0, 0, 0)"
"1.897149","-0.339","1.708","-3.683","-0.45","-0.143","0.882","-0.274","1.709","-3.678","-0.446","-0.13","0.886","False","no object","(0, 0, 0)"
"1.912005","-0.339","1.708","-3.683","-0.45","-0.143","0.882","-0.274","1.709","-3.678","-0.446","-0.13","0.886","False","no object","(0, 0, 0)"
"1.925772","-0.339","1.708","-3.683","-0.45","-0.143","0.882","-0.274","1.709","-3.678","-0.446","-0.13","0.886","False","no object","(0, 0, 0)"
"1.940121","-0.339","1.708","-3.683","-0.45","-0.143","0.882","-0.274","1.709","-3.678","-0.446","-0.129","0.886","False","no object","(0, 0, 0)"
"1.954751","-0.339","1.708","-3.684","-0.45","-0.143","0.882","-0.274","1.709","-3.678","-0.446","-0.129","0.886","False","no object","(0, 0, 0)"
"1.969137","-0.339","1.708","-3.684","-0.45","-0.143","0.882","-0.274","1.709","-3.678","-0.446","-0.129","0.886","False","no object","(0, 0, 0)"
"1.983873","-0.339","1.708","-3.684","-0.445","-0.151","0.883","-0.274","1.709","-3.678","-0.443","-0.138","0.886","False","no object","(0, 0, 0)"
"1.997944","-0.339","1.708","-3.684","-0.438","-0.163","0.884","-0.274","1.709","-3.678","-0.438","-0.149","0.887","False","no object","(0, 0, 0)"
"2.01196","-0.339","1.708","-3.684","-0.429","-0.181","0.885","-0.274","1.709","-3.678","-0.431","-0.164","0.887","False","no object","(0, 0, 0)"
"2.025346","-0.339","1.708","-3.684","-0.426","-0.186","0.885","-0.274","1.709","-3.678","-0.429","-0.169","0.887","False","no object","(0, 0, 0)"
"2.040026","-0.339","1.708","-3.684","-0.425","-0.187","0.886","-0.274","1.709","-3.678","-0.427","-0.172","0.888","False","no object","(0, 0, 0)"
"2.054418","-0.339","1.709","-3.684","-0.424","-0.188","0.886","-0.274","1.709","-3.678","-0.426","-0.172","0.888","False","no object","(0, 0, 0)"
"2.069109","-0.339","1.709","-3.684","-0.424","-0.188","0.886","-0.274","1.709","-3.678","-0.426","-0.172","0.888","False","no object","(0, 0, 0)"
"2.083778","-0.339","1.708","-3.684","-0.424","-0.187","0.886","-0.274","1.709","-3.678","-0.425","-0.172","0.889","False","no object","(0, 0, 0)"
"2.098357","-0.339","1.708","-3.684","-0.424","-0.187","0.886","-0.274","1.709","-3.678","-0.424","-0.173","0.889","False","no object","(0, 0, 0)"
"2.112309","-0.339","1.708","-3.684","-0.424","-0.187","0.886","-0.274","1.709","-3.678","-0.424","-0.173","0.889","False","no object","(0, 0, 0)"
"2.12593","-0.339","1.708","-3.684","-0.424","-0.186","0.886","-0.274","1.709","-3.678","-0.424","-0.173","0.889","False","no object","(0, 0, 0)"
"2.141657","-0.339","1.709","-3.684","-0.425","-0.186","0.886","-0.274","1.709","-3.678","-0.423","-0.173","0.889","False","no object","(0, 0, 0)"
"2.156659","-0.339","1.709","-3.684","-0.426","-0.185","0.886","-0.274","1.709","-3.678","-0.423","-0.173","0.889","False","no object","(0, 0, 0)"
"2.169803","-0.339","1.709","-3.684","-0.427","-0.184","0.885","-0.274","1.709","-3.678","-0.423","-0.173","0.889","False","no object","(0, 0, 0)"
"2.184831","-0.339","1.709","-3.684","-0.428","-0.183","0.885","-0.274","1.709","-3.678","-0.424","-0.171","0.889","False","no object","(0, 0, 0)"
"2.199042","-0.339","1.709","-3.684","-0.429","-0.182","0.885","-0.274","1.709","-3.678","-0.424","-0.171","0.889","False","no object","(0, 0, 0)"
"2.212996","-0.339","1.709","-3.684","-0.429","-0.182","0.885","-0.274","1.709","-3.678","-0.424","-0.17","0.89","False","no object","(0, 0, 0)"
"2.226537","-0.339","1.709","-3.684","-0.43","-0.181","0.885","-0.274","1.709","-3.678","-0.425","-0.17","0.889","False","no object","(0, 0, 0)"
"2.241102","-0.339","1.709","-3.684","-0.431","-0.181","0.884","-0.274","1.709","-3.678","-0.425","-0.17","0.889","False","no object","(0, 0, 0)"
"2.256196","-0.339","1.709","-3.684","-0.431","-0.181","0.884","-0.274","1.709","-3.678","-0.425","-0.169","0.889","False","no object","(0, 0, 0)"
"2.269405","-0.339","1.709","-3.684","-0.431","-0.181","0.884","-0.274","1.709","-3.678","-0.425","-0.169","0.889","False","no object","(0, 0, 0)"
"2.283746","-0.339","1.709","-3.684","-0.43","-0.181","0.885","-0.274","1.709","-3.678","-0.425","-0.169","0.889","False","no object","(0, 0, 0)"
"2.298547","-0.339","1.709","-3.684","-0.43","-0.18","0.885","-0.274","1.709","-3.678","-0.425","-0.169","0.889","False","no object","(0, 0, 0)"
"2.313049","-0.339","1.709","-3.684","-0.43","-0.181","0.885","-0.274","1.709","-3.678","-0.424","-0.17","0.889","False","no object","(0, 0, 0)"
"2.327173","-0.339","1.709","-3.684","-0.43","-0.18","0.885","-0.274","1.709","-3.678","-0.425","-0.169","0.889","False","no object","(0, 0, 0)"
"2.340061","-0.339","1.709","-3.684","-0.429","-0.18","0.885","-0.274","1.709","-3.678","-0.425","-0.169","0.889","False","no object","(0, 0, 0)"
"2.353721","-0.339","1.709","-3.684","-0.429","-0.18","0.885","-0.274","1.709","-3.678","-0.425","-0.169","0.889","False","no object","(0, 0, 0)"
"2.368092","-0.339","1.709","-3.684","-0.429","-0.18","0.885","-0.274","1.709","-3.678","-0.425","-0.169","0.889","False","no object","(0, 0, 0)"
"2.382616","-0.339","1.709","-3.684","-0.429","-0.18","0.885","-0.274","1.709","-3.678","-0.426","-0.168","0.889","False","no object","(0, 0, 0)"
"2.397031","-0.339","1.709","-3.684","-0.429","-0.18","0.885","-0.274","1.709","-3.678","-0.426","-0.168","0.889","False","no object","(0, 0, 0)"
"2.412064","-0.339","1.709","-3.684","-0.429","-0.18","0.885","-0.274","1.709","-3.678","-0.426","-0.167","0.889","False","no object","(0, 0, 0)"
"2.425469","-0.339","1.709","-3.684","-0.429","-0.179","0.885","-0.274","1.709","-3.678","-0.425","-0.167","0.889","False","no object","(0, 0, 0)"
"2.439656","-0.339","1.708","-3.684","-0.429","-0.18","0.885","-0.274","1.709","-3.678","-0.425","-0.167","0.889","False","no object","(0, 0, 0)"
"2.454138","-0.339","1.708","-3.684","-0.428","-0.18","0.885","-0.274","1.709","-3.678","-0.425","-0.168","0.889","False","no object","(0, 0, 0)"
"2.468557","-0.339","1.708","-3.684","-0.428","-0.181","0.885","-0.274","1.709","-3.678","-0.425","-0.168","0.889","False","no object","(0, 0, 0)"
"2.482809","-0.339","1.709","-3.684","-0.428","-0.181","0.885","-0.274","1.709","-3.678","-0.425","-0.168","0.889","False","no object","(0, 0, 0)"
"2.497283","-0.339","1.709","-3.684","-0.43","-0.18","0.885","-0.274","1.709","-3.678","-0.426","-0.166","0.889","False","no object","(0, 0, 0)"
"2.512084","-0.339","1.709","-3.684","-0.432","-0.177","0.884","-0.275","1.709","-3.678","-0.43","-0.161","0.888","False","no object","(0, 0, 0)"
"2.525541","-0.339","1.709","-3.684","-0.434","-0.171","0.884","-0.275","1.709","-3.678","-0.434","-0.152","0.888","False","no object","(0, 0, 0)"
"2.540386","-0.34","1.709","-3.684","-0.436","-0.147","0.888","-0.275","1.709","-3.678","-0.44","-0.127","0.889","False","no object","(0, 0, 0)"
"2.554711","-0.34","1.709","-3.684","-0.437","-0.144","0.888","-0.275","1.709","-3.677","-0.442","-0.124","0.888","False","no object","(0, 0, 0)"
"2.569249","-0.34","1.709","-3.684","-0.44","-0.14","0.887","-0.275","1.709","-3.678","-0.444","-0.121","0.888","False","no object","(0, 0, 0)"
"2.583853","-0.34","1.709","-3.684","-0.443","-0.137","0.886","-0.275","1.709","-3.677","-0.447","-0.118","0.887","False","no object","(0, 0, 0)"
"2.599042","-0.34","1.709","-3.684","-0.448","-0.136","0.884","-0.275","1.709","-3.677","-0.45","-0.117","0.885","False","no object","(0, 0, 0)"
"2.612141","-0.34","1.709","-3.684","-0.452","-0.135","0.881","-0.275","1.709","-3.677","-0.453","-0.116","0.884","False","no object","(0, 0, 0)"
"2.625801","-0.34","1.709","-3.684","-0.457","-0.135","0.879","-0.276","1.709","-3.677","-0.456","-0.116","0.882","False","no object","(0, 0, 0)"
"2.640209","-0.34","1.709","-3.684","-0.461","-0.134","0.877","-0.276","1.709","-3.676","-0.459","-0.116","0.881","False","no object","(0, 0, 0)"
"2.65395","-0.341","1.709","-3.684","-0.465","-0.133","0.875","-0.276","1.709","-3.676","-0.461","-0.117","0.88","False","no object","(0, 0, 0)"
"2.669225","-0.341","1.709","-3.684","-0.463","-0.135","0.876","-0.276","1.709","-3.676","-0.456","-0.123","0.882","False","no object","(0, 0, 0)"
"2.683779","-0.341","1.709","-3.685","-0.46","-0.136","0.877","-0.277","1.709","-3.675","-0.456","-0.124","0.881","False","no object","(0, 0, 0)"
"2.697274","-0.342","1.709","-3.685","-0.453","-0.139","0.881","-0.277","1.709","-3.675","-0.457","-0.123","0.881","False","no object","(0, 0, 0)"
"2.711697","-0.342","1.709","-3.685","-0.449","-0.139","0.883","-0.278","1.709","-3.675","-0.453","-0.129","0.882","False","no object","(0, 0, 0)"
"2.725453","-0.342","1.709","-3.685","-0.449","-0.138","0.883","-0.278","1.708","-3.675","-0.449","-0.129","0.884","False","no object","(0, 0, 0)"
"2.740213","-0.342","1.709","-3.686","-0.446","-0.138","0.884","-0.278","1.709","-3.675","-0.453","-0.13","0.882","False","no object","(0, 0, 0)"
"2.755147","-0.343","1.709","-3.688","-0.448","-0.136","0.884","-0.279","1.709","-3.677","-0.457","-0.131","0.88","False","no object","(0, 0, 0)"
"2.76872","-0.343","1.709","-3.689","-0.444","-0.138","0.885","-0.279","1.709","-3.678","-0.46","-0.132","0.878","False","no object","(0, 0, 0)"
"2.783363","-0.344","1.71","-3.692","-0.447","-0.137","0.884","-0.28","1.71","-3.68","-0.457","-0.132","0.879","False","no object","(0, 0, 0)"
"2.79763","-0.344","1.71","-3.693","-0.451","-0.138","0.882","-0.28","1.71","-3.681","-0.455","-0.129","0.881","False","no object","(0, 0, 0)"
"2.811627","-0.344","1.71","-3.695","-0.454","-0.139","0.88","-0.281","1.71","-3.682","-0.456","-0.128","0.881","False","no object","(0, 0, 0)"
"2.825498","-0.345","1.71","-3.697","-0.455","-0.139","0.88","-0.281","1.71","-3.684","-0.454","-0.131","0.881","False","no object","(0, 0, 0)"
"2.839659","-0.345","1.71","-3.698","-0.444","-0.134","0.886","-0.282","1.71","-3.684","-0.454","-0.13","0.881","False","no object","(0, 0, 0)"
"2.854583","-0.346","1.71","-3.699","-0.446","-0.135","0.885","-0.282","1.71","-3.685","-0.456","-0.131","0.881","False","no object","(0, 0, 0)"
"2.868745","-0.346","1.71","-3.7","-0.443","-0.135","0.886","-0.283","1.71","-3.686","-0.455","-0.133","0.881","False","no object","(0, 0, 0)"
"2.882243","-0.347","1.71","-3.701","-0.444","-0.134","0.886","-0.284","1.71","-3.687","-0.455","-0.134","0.88","False","no object","(0, 0, 0)"
"2.896867","-0.348","1.71","-3.702","-0.438","-0.135","0.889","-0.284","1.71","-3.688","-0.453","-0.134","0.881","False","no object","(0, 0, 0)"
"2.91142","-0.348","1.71","-3.703","-0.437","-0.135","0.889","-0.285","1.71","-3.688","-0.449","-0.131","0.884","False","no object","(0, 0, 0)"
"2.925378","-0.348","1.71","-3.704","-0.44","-0.136","0.888","-0.285","1.71","-3.688","-0.452","-0.131","0.882","False","no object","(0, 0, 0)"
"2.939708","-0.348","1.71","-3.705","-0.438","-0.136","0.889","-0.285","1.71","-3.689","-0.453","-0.128","0.882","False","no object","(0, 0, 0)"
"2.95382","-0.349","1.71","-3.705","-0.438","-0.133","0.889","-0.285","1.71","-3.689","-0.451","-0.128","0.884","False","no object","(0, 0, 0)"
"2.968786","-0.349","1.71","-3.704","-0.429","-0.134","0.893","-0.286","1.71","-3.688","-0.447","-0.132","0.885","False","no object","(0, 0, 0)"
"2.992152","-0.349","1.709","-3.704","-0.423","-0.165","0.891","-0.286","1.709","-3.688","-0.445","-0.158","0.882","False","no object","(0, 0, 0)"
"3.000039","-0.349","1.709","-3.704","-0.42","-0.169","0.892","-0.287","1.709","-3.688","-0.442","-0.161","0.882","False","no object","(0, 0, 0)"
"3.011642","-0.35","1.709","-3.704","-0.424","-0.17","0.89","-0.287","1.709","-3.687","-0.44","-0.164","0.883","False","no object","(0, 0, 0)"
"3.025326","-0.35","1.709","-3.704","-0.428","-0.171","0.888","-0.287","1.709","-3.687","-0.438","-0.166","0.884","False","no object","(0, 0, 0)"
"3.039738","-0.35","1.709","-3.704","-0.429","-0.171","0.887","-0.288","1.709","-3.688","-0.435","-0.166","0.885","False","no object","(0, 0, 0)"
"3.053916","-0.351","1.708","-3.705","-0.43","-0.17","0.887","-0.288","1.709","-3.688","-0.434","-0.163","0.886","False","no object","(0, 0, 0)"
"3.068133","-0.351","1.708","-3.705","-0.429","-0.17","0.887","-0.288","1.709","-3.688","-0.434","-0.163","0.886","False","no object","(0, 0, 0)"
"3.083399","-0.351","1.708","-3.705","-0.424","-0.168","0.89","-0.289","1.708","-3.688","-0.431","-0.162","0.888","False","no object","(0, 0, 0)"
"3.097062","-0.352","1.708","-3.705","-0.411","-0.166","0.897","-0.289","1.708","-3.688","-0.427","-0.164","0.889","False","no object","(0, 0, 0)"
"3.111723","-0.352","1.708","-3.705","-0.406","-0.164","0.899","-0.289","1.708","-3.688","-0.424","-0.165","0.89","False","no object","(0, 0, 0)"
"3.12538","-0.352","1.708","-3.705","-0.403","-0.164","0.9","-0.29","1.708","-3.688","-0.422","-0.165","0.892","False","no object","(0, 0, 0)"
"3.139698","-0.353","1.708","-3.706","-0.4","-0.163","0.902","-0.29","1.708","-3.689","-0.419","-0.164","0.893","False","no object","(0, 0, 0)"
"3.153789","-0.353","1.707","-3.706","-0.399","-0.162","0.903","-0.29","1.708","-3.689","-0.418","-0.164","0.894","False","no object","(0, 0, 0)"
"3.168275","-0.353","1.707","-3.706","-0.397","-0.162","0.903","-0.29","1.708","-3.689","-0.417","-0.163","0.894","False","no object","(0, 0, 0)"
"3.182473","-0.353","1.707","-3.706","-0.396","-0.162","0.904","-0.29","1.708","-3.69","-0.415","-0.163","0.895","False","no object","(0, 0, 0)"
"3.197038","-0.353","1.707","-3.706","-0.396","-0.162","0.904","-0.291","1.708","-3.69","-0.415","-0.163","0.895","False","no object","(0, 0, 0)"
"3.211809","-0.354","1.707","-3.706","-0.396","-0.162","0.904","-0.291","1.708","-3.69","-0.415","-0.163","0.895","False","no object","(0, 0, 0)"
"3.225567","-0.354","1.707","-3.706","-0.396","-0.162","0.904","-0.291","1.708","-3.69","-0.415","-0.162","0.895","False","no object","(0, 0, 0)"
"3.239725","-0.354","1.707","-3.706","-0.397","-0.162","0.903","-0.291","1.708","-3.69","-0.415","-0.162","0.895","False","no object","(0, 0, 0)"
"3.253792","-0.355","1.707","-3.706","-0.398","-0.161","0.903","-0.292","1.708","-3.69","-0.416","-0.161","0.895","False","no object","(0, 0, 0)"
"3.268069","-0.355","1.707","-3.707","-0.398","-0.161","0.903","-0.292","1.708","-3.69","-0.416","-0.161","0.895","False","no object","(0, 0, 0)"
"3.28303","-0.355","1.707","-3.707","-0.398","-0.161","0.903","-0.292","1.707","-3.69","-0.416","-0.161","0.895","False","no object","(0, 0, 0)"
"3.297448","-0.355","1.706","-3.707","-0.398","-0.162","0.903","-0.292","1.707","-3.69","-0.416","-0.161","0.895","False","no object","(0, 0, 0)"
"3.313426","-0.355","1.706","-3.707","-0.399","-0.162","0.903","-0.292","1.707","-3.691","-0.417","-0.161","0.895","False","no object","(0, 0, 0)"
"3.325604","-0.356","1.706","-3.707","-0.399","-0.162","0.902","-0.293","1.707","-3.691","-0.417","-0.161","0.894","False","no object","(0, 0, 0)"
"3.339954","-0.356","1.706","-3.707","-0.4","-0.162","0.902","-0.293","1.707","-3.691","-0.417","-0.161","0.894","False","no object","(0, 0, 0)"
"3.353744","-0.356","1.706","-3.707","-0.4","-0.163","0.902","-0.293","1.707","-3.691","-0.417","-0.161","0.894","False","no object","(0, 0, 0)"
"3.368017","-0.356","1.706","-3.707","-0.4","-0.162","0.902","-0.293","1.707","-3.691","-0.417","-0.161","0.894","False","no object","(0, 0, 0)"
"3.382431","-0.356","1.706","-3.708","-0.4","-0.163","0.902","-0.293","1.707","-3.691","-0.418","-0.161","0.894","False","no object","(0, 0, 0)"
"3.396997","-0.356","1.706","-3.708","-0.4","-0.163","0.902","-0.293","1.707","-3.691","-0.418","-0.161","0.894","False","no object","(0, 0, 0)"
"3.411116","-0.356","1.706","-3.708","-0.4","-0.163","0.902","-0.293","1.707","-3.691","-0.418","-0.161","0.894","False","no object","(0, 0, 0)"
"3.425702","-0.356","1.706","-3.708","-0.4","-0.163","0.902","-0.293","1.707","-3.691","-0.418","-0.161","0.894","False","no object","(0, 0, 0)"
"3.439531","-0.356","1.706","-3.708","-0.402","-0.164","0.901","-0.293","1.707","-3.691","-0.421","-0.161","0.893","False","no object","(0, 0, 0)"
"3.453921","-0.356","1.706","-3.708","-0.406","-0.164","0.899","-0.293","1.707","-3.692","-0.424","-0.161","0.891","False","no object","(0, 0, 0)"
"3.468457","-0.356","1.706","-3.708","-0.414","-0.164","0.895","-0.293","1.707","-3.692","-0.432","-0.16","0.888","False","no object","(0, 0, 0)"
"3.482203","-0.356","1.706","-3.708","-0.418","-0.162","0.894","-0.293","1.707","-3.692","-0.435","-0.16","0.886","False","no object","(0, 0, 0)"
"3.497499","-0.356","1.706","-3.708","-0.42","-0.16","0.894","-0.293","1.707","-3.692","-0.436","-0.159","0.886","False","no object","(0, 0, 0)"
"3.512046","-0.356","1.706","-3.708","-0.421","-0.159","0.893","-0.293","1.707","-3.692","-0.436","-0.159","0.886","False","no object","(0, 0, 0)"
"3.525595","-0.356","1.706","-3.708","-0.422","-0.16","0.893","-0.293","1.707","-3.692","-0.437","-0.159","0.885","False","no object","(0, 0, 0)"
"3.539286","-0.356","1.706","-3.709","-0.422","-0.159","0.892","-0.293","1.707","-3.692","-0.438","-0.158","0.885","False","no object","(0, 0, 0)"
"3.553445","-0.356","1.706","-3.709","-0.422","-0.16","0.892","-0.293","1.707","-3.692","-0.438","-0.158","0.885","False","no object","(0, 0, 0)"
"3.568338","-0.356","1.706","-3.709","-0.423","-0.16","0.892","-0.293","1.707","-3.692","-0.439","-0.158","0.885","False","no object","(0, 0, 0)"
"3.582425","-0.356","1.706","-3.709","-0.423","-0.16","0.892","-0.293","1.707","-3.692","-0.438","-0.158","0.885","False","no object","(0, 0, 0)"
"3.596986","-0.356","1.706","-3.709","-0.422","-0.16","0.892","-0.293","1.707","-3.692","-0.438","-0.158","0.885","False","no object","(0, 0, 0)"
"3.612286","-0.356","1.706","-3.708","-0.423","-0.16","0.892","-0.293","1.707","-3.692","-0.438","-0.157","0.885","False","no object","(0, 0, 0)"
"3.625523","-0.355","1.706","-3.708","-0.422","-0.16","0.892","-0.293","1.707","-3.692","-0.438","-0.158","0.885","False","no object","(0, 0, 0)"
"3.639576","-0.355","1.706","-3.708","-0.422","-0.16","0.892","-0.293","1.707","-3.692","-0.438","-0.158","0.885","False","no object","(0, 0, 0)"
"3.653982","-0.355","1.706","-3.708","-0.422","-0.161","0.892","-0.292","1.707","-3.692","-0.438","-0.158","0.885","False","no object","(0, 0, 0)"
"3.667801","-0.355","1.706","-3.708","-0.422","-0.161","0.892","-0.292","1.707","-3.692","-0.437","-0.159","0.885","False","no object","(0, 0, 0)"
"3.682245","-0.355","1.706","-3.708","-0.422","-0.161","0.892","-0.292","1.707","-3.692","-0.437","-0.159","0.885","False","no object","(0, 0, 0)"
"3.696966","-0.355","1.707","-3.708","-0.424","-0.157","0.892","-0.292","1.708","-3.692","-0.44","-0.153","0.885","False","no object","(0, 0, 0)"
"3.711147","-0.355","1.707","-3.708","-0.427","-0.139","0.893","-0.292","1.708","-3.692","-0.447","-0.132","0.885","False","no object","(0, 0, 0)"
"3.72509","-0.355","1.707","-3.708","-0.436","-0.082","0.896","-0.292","1.708","-3.692","-0.468","-0.065","0.881","False","no object","(0, 0, 0)"
"3.739531","-0.355","1.707","-3.708","-0.442","-0.027","0.897","-0.292","1.708","-3.692","-0.476","-0.009","0.879","False","no object","(0, 0, 0)"
"3.753992","-0.355","1.707","-3.708","-0.448","-0.02","0.894","-0.292","1.708","-3.692","-0.477","-0.001","0.879","False","no object","(0, 0, 0)"
"3.767981","-0.355","1.707","-3.708","-0.451","-0.019","0.892","-0.292","1.708","-3.692","-0.478","0.002","0.878","False","no object","(0, 0, 0)"
"3.782258","-0.355","1.707","-3.708","-0.453","-0.018","0.892","-0.292","1.708","-3.691","-0.478","0.003","0.878","False","no object","(0, 0, 0)"
"3.798547","-0.355","1.707","-3.708","-0.454","-0.017","0.891","-0.292","1.708","-3.691","-0.478","0.004","0.879","False","no object","(0, 0, 0)"
"3.811901","-0.355","1.707","-3.708","-0.454","-0.016","0.891","-0.292","1.708","-3.691","-0.477","0.004","0.879","False","no object","(0, 0, 0)"
"3.825134","-0.355","1.707","-3.708","-0.454","-0.016","0.891","-0.292","1.708","-3.691","-0.475","0.003","0.88","False","no object","(0, 0, 0)"
"3.839647","-0.354","1.707","-3.708","-0.454","-0.015","0.891","-0.292","1.708","-3.691","-0.474","0.003","0.881","False","no object","(0, 0, 0)"
"3.853736","-0.354","1.707","-3.708","-0.453","-0.015","0.891","-0.292","1.708","-3.691","-0.471","0.001","0.882","False","no object","(0, 0, 0)"
"3.867774","-0.354","1.707","-3.708","-0.453","-0.015","0.891","-0.291","1.708","-3.691","-0.471","0.001","0.882","False","no object","(0, 0, 0)"
"3.882261","-0.354","1.707","-3.708","-0.452","-0.015","0.892","-0.291","1.708","-3.691","-0.468","-0.005","0.884","False","no object","(0, 0, 0)"
"3.897118","-0.354","1.707","-3.708","-0.452","-0.016","0.892","-0.291","1.708","-3.691","-0.467","-0.007","0.884","False","no object","(0, 0, 0)"
"3.911557","-0.354","1.707","-3.707","-0.451","-0.017","0.892","-0.291","1.708","-3.691","-0.467","-0.007","0.884","False","no object","(0, 0, 0)"
"3.925443","-0.354","1.707","-3.707","-0.451","-0.017","0.892","-0.291","1.708","-3.691","-0.467","-0.008","0.884","False","no object","(0, 0, 0)"
"3.939693","-0.354","1.707","-3.707","-0.452","-0.017","0.892","-0.291","1.708","-3.691","-0.467","-0.008","0.884","False","no object","(0, 0, 0)"
"3.954635","-0.354","1.707","-3.707","-0.452","-0.018","0.892","-0.291","1.708","-3.691","-0.466","-0.008","0.885","False","no object","(0, 0, 0)"
"3.969125","-0.354","1.707","-3.707","-0.451","-0.018","0.892","-0.291","1.708","-3.691","-0.465","-0.008","0.885","False","no object","(0, 0, 0)"
"3.982778","-0.354","1.707","-3.707","-0.451","-0.019","0.892","-0.291","1.708","-3.691","-0.465","-0.008","0.885","False","no object","(0, 0, 0)"
"3.998065","-0.354","1.707","-3.707","-0.451","-0.019","0.892","-0.291","1.708","-3.691","-0.465","-0.008","0.886","False","no object","(0, 0, 0)"
"4.011609","-0.354","1.707","-3.708","-0.444","-0.02","0.896","-0.291","1.708","-3.691","-0.457","-0.011","0.889","False","no object","(0, 0, 0)"
