frameTime,leftGaze origin x,leftGaze origin y,leftGaze origin z,leftGaze direction x,leftGaze direction y,leftGaze direction z,rightGaze origin x,rightGaze origin y,rightGaze origin z,rightGaze direction x,rightGaze direction y,rightGaze direction z,is looking at object ,object identification ,object location, scene number 
"16.7893","-0.052","1.501","-3.786","-0.092","-0.099","0.991","0.013","1.505","-3.78","-0.092","-0.099","0.991","True","Purple Cube","(-0.31, 1.137, -1.17)","1"
"16.80327","-0.05","1.502","-3.786","-0.085","-0.094","0.992","0.014","1.506","-3.781","-0.085","-0.094","0.992","True","Purple Cube","(-0.31, 1.137, -1.17)","1"
"16.81806","-0.049","1.503","-3.787","-0.074","-0.089","0.993","0.016","1.506","-3.781","-0.074","-0.089","0.993","True","Purple Cube","(-0.31, 1.137, -1.17)","1"
"16.83185","-0.047","1.503","-3.786","-0.061","-0.085","0.994","0.018","1.506","-3.782","-0.061","-0.085","0.994","True","Purple Cube","(-0.31, 1.137, -1.17)","1"
"16.84645","-0.046","1.503","-3.786","-0.047","-0.082","0.996","0.019","1.507","-3.783","-0.047","-0.082","0.996","False","no object","(0, 0, 0)","1"
"16.86081","-0.044","1.504","-3.786","-0.03","-0.079","0.996","0.021","1.507","-3.784","-0.03","-0.079","0.996","False","no object","(0, 0, 0)","1"
"16.87543","-0.042","1.504","-3.785","-0.013","-0.078","0.997","0.022","1.507","-3.784","-0.013","-0.078","0.997","False","no object","(0, 0, 0)","1"
"16.88923","-0.041","1.503","-3.784","0.004","-0.079","0.997","0.024","1.507","-3.784","0.004","-0.079","0.997","False","no object","(0, 0, 0)","1"
"16.90351","-0.04","1.503","-3.783","0.022","-0.082","0.996","0.025","1.507","-3.784","0.022","-0.082","0.996","False","no object","(0, 0, 0)","1"
"16.91831","-0.039","1.502","-3.782","0.04","-0.087","0.995","0.026","1.507","-3.784","0.04","-0.087","0.995","False","no object","(0, 0, 0)","1"
"16.93429","-0.039","1.501","-3.781","0.056","-0.092","0.994","0.026","1.506","-3.784","0.056","-0.092","0.994","False","no object","(0, 0, 0)","1"
"16.94696","-0.038","1.5","-3.779","0.071","-0.098","0.993","0.026","1.506","-3.783","0.071","-0.098","0.993","False","no object","(0, 0, 0)","1"
"16.9608","-0.038","1.498","-3.777","0.086","-0.106","0.991","0.026","1.505","-3.782","0.086","-0.106","0.991","True","Black Sphere","(0.33, 1.148, -1.38)","1"
"16.97454","-0.038","1.497","-3.776","0.099","-0.114","0.989","0.026","1.504","-3.781","0.099","-0.114","0.989","True","Black Sphere","(0.33, 1.148, -1.38)","1"
"16.98913","-0.038","1.496","-3.774","0.11","-0.121","0.987","0.026","1.504","-3.78","0.11","-0.121","0.987","True","Black Sphere","(0.33, 1.148, -1.38)","1"
"17.00389","-0.038","1.494","-3.773","0.12","-0.128","0.985","0.026","1.503","-3.78","0.12","-0.128","0.985","True","Black Sphere","(0.33, 1.148, -1.38)","1"
"17.01804","-0.037","1.493","-3.772","0.128","-0.135","0.982","0.027","1.502","-3.779","0.128","-0.135","0.982","True","Black Sphere","(0.33, 1.148, -1.38)","1"
"17.03222","-0.037","1.492","-3.771","0.134","-0.141","0.981","0.027","1.502","-3.778","0.134","-0.141","0.981","True","Black Sphere","(0.33, 1.148, -1.38)","1"
"17.04733","-0.037","1.492","-3.77","0.138","-0.145","0.98","0.027","1.501","-3.777","0.138","-0.145","0.98","True","Black Sphere","(0.33, 1.148, -1.38)","1"
"17.0613","-0.036","1.491","-3.769","0.14","-0.149","0.979","0.027","1.501","-3.777","0.14","-0.149","0.979","True","Black Sphere","(0.33, 1.148, -1.38)","1"
"17.07521","-0.036","1.491","-3.769","0.141","-0.153","0.978","0.028","1.5","-3.777","0.141","-0.153","0.978","True","Black Sphere","(0.33, 1.148, -1.38)","1"
"17.08921","-0.036","1.491","-3.768","0.14","-0.156","0.978","0.028","1.5","-3.776","0.14","-0.156","0.978","True","Black Sphere","(0.33, 1.148, -1.38)","1"
"17.10332","-0.035","1.49","-3.768","0.138","-0.159","0.978","0.029","1.499","-3.776","0.138","-0.159","0.978","True","Black Sphere","(0.33, 1.148, -1.38)","1"
"17.11839","-0.035","1.49","-3.768","0.133","-0.162","0.978","0.029","1.499","-3.775","0.133","-0.162","0.978","True","Black Sphere","(0.33, 1.148, -1.38)","1"
"17.13435","-0.035","1.49","-3.768","0.128","-0.165","0.978","0.03","1.498","-3.775","0.128","-0.165","0.978","True","Black Sphere","(0.33, 1.148, -1.38)","1"
"17.14758","-0.034","1.49","-3.768","0.121","-0.166","0.979","0.03","1.498","-3.775","0.121","-0.166","0.979","True","Black Sphere","(0.33, 1.148, -1.38)","1"
"17.16102","-0.034","1.491","-3.768","0.115","-0.168","0.979","0.03","1.498","-3.774","0.115","-0.168","0.979","True","Black Sphere","(0.33, 1.148, -1.38)","1"
"17.17504","-0.034","1.491","-3.768","0.107","-0.168","0.98","0.03","1.498","-3.774","0.107","-0.168","0.98","True","Black Sphere","(0.33, 1.148, -1.38)","1"
"17.18934","-0.034","1.491","-3.769","0.1","-0.167","0.981","0.03","1.498","-3.774","0.1","-0.167","0.981","True","Black Sphere","(0.33, 1.148, -1.38)","1"
"17.20337","-0.034","1.492","-3.769","0.094","-0.165","0.982","0.03","1.498","-3.775","0.094","-0.165","0.982","True","Black Sphere","(0.33, 1.148, -1.38)","1"
"17.21796","-0.035","1.492","-3.77","0.087","-0.162","0.983","0.03","1.498","-3.775","0.087","-0.162","0.983","True","Black Sphere","(0.33, 1.148, -1.38)","1"
"17.23264","-0.035","1.493","-3.771","0.081","-0.159","0.984","0.03","1.498","-3.775","0.081","-0.159","0.984","True","Black Sphere","(0.33, 1.148, -1.38)","1"
"17.2473","-0.035","1.494","-3.771","0.077","-0.155","0.985","0.03","1.499","-3.776","0.077","-0.155","0.985","True","Black Sphere","(0.33, 1.148, -1.38)","1"
"17.26135","-0.035","1.494","-3.772","0.074","-0.151","0.986","0.03","1.499","-3.776","0.074","-0.151","0.986","True","Black Sphere","(0.33, 1.148, -1.38)","1"
"17.27515","-0.035","1.495","-3.773","0.072","-0.146","0.987","0.03","1.5","-3.777","0.072","-0.146","0.987","True","Black Sphere","(0.33, 1.148, -1.38)","1"
"17.28956","-0.035","1.495","-3.773","0.07","-0.142","0.987","0.03","1.5","-3.777","0.07","-0.142","0.987","True","Black Sphere","(0.33, 1.148, -1.38)","1"
"17.30353","-0.035","1.496","-3.774","0.069","-0.138","0.988","0.03","1.501","-3.778","0.069","-0.138","0.988","True","Black Sphere","(0.33, 1.148, -1.38)","1"
"17.31795","-0.035","1.496","-3.774","0.068","-0.134","0.989","0.029","1.501","-3.778","0.068","-0.134","0.989","True","Black Sphere","(0.33, 1.148, -1.38)","1"
"17.33263","-0.036","1.497","-3.775","0.068","-0.131","0.989","0.029","1.502","-3.779","0.068","-0.131","0.989","True","Black Sphere","(0.33, 1.148, -1.38)","1"
"17.34855","-0.036","1.497","-3.775","0.068","-0.128","0.989","0.029","1.502","-3.779","0.068","-0.128","0.989","True","Black Sphere","(0.33, 1.148, -1.38)","1"
"17.36125","-0.036","1.497","-3.776","0.07","-0.125","0.99","0.029","1.502","-3.78","0.07","-0.125","0.99","True","Black Sphere","(0.33, 1.148, -1.38)","1"
"17.37554","-0.036","1.498","-3.776","0.072","-0.122","0.99","0.029","1.503","-3.78","0.072","-0.122","0.99","True","Black Sphere","(0.33, 1.148, -1.38)","1"
"17.38933","-0.036","1.498","-3.776","0.075","-0.12","0.99","0.029","1.503","-3.78","0.075","-0.12","0.99","True","Black Sphere","(0.33, 1.148, -1.38)","1"
"17.40379","-0.036","1.498","-3.776","0.077","-0.117","0.99","0.028","1.504","-3.781","0.077","-0.117","0.99","True","Black Sphere","(0.33, 1.148, -1.38)","1"
"17.41796","-0.036","1.498","-3.777","0.081","-0.114","0.99","0.028","1.504","-3.781","0.081","-0.114","0.99","True","Black Sphere","(0.33, 1.148, -1.38)","1"
"17.43151","-0.036","1.498","-3.777","0.085","-0.111","0.99","0.028","1.504","-3.782","0.085","-0.111","0.99","True","Black Sphere","(0.33, 1.148, -1.38)","1"
"17.44698","-0.036","1.498","-3.777","0.09","-0.108","0.99","0.028","1.505","-3.782","0.09","-0.108","0.99","True","Black Sphere","(0.33, 1.148, -1.38)","1"
"17.46123","-0.036","1.498","-3.777","0.095","-0.107","0.99","0.028","1.505","-3.782","0.095","-0.107","0.99","True","Black Sphere","(0.33, 1.148, -1.38)","1"
"17.47439","-0.036","1.498","-3.777","0.101","-0.106","0.989","0.028","1.505","-3.783","0.101","-0.106","0.989","True","Black Sphere","(0.33, 1.148, -1.38)","1"
"17.48902","-0.036","1.498","-3.777","0.108","-0.105","0.989","0.029","1.505","-3.783","0.108","-0.105","0.989","True","Black Sphere","(0.33, 1.148, -1.38)","1"
"17.50351","-0.035","1.498","-3.776","0.115","-0.105","0.988","0.029","1.505","-3.783","0.115","-0.105","0.988","True","Black Sphere","(0.33, 1.148, -1.38)","1"
"17.51779","-0.035","1.498","-3.776","0.123","-0.107","0.987","0.029","1.505","-3.783","0.123","-0.107","0.987","True","Black Sphere","(0.33, 1.148, -1.38)","1"
"17.53168","-0.035","1.497","-3.775","0.13","-0.109","0.985","0.029","1.505","-3.783","0.13","-0.109","0.985","True","Black Sphere","(0.33, 1.148, -1.38)","1"
"17.54725","-0.035","1.496","-3.774","0.137","-0.113","0.984","0.028","1.505","-3.782","0.137","-0.113","0.984","True","Black Sphere","(0.33, 1.148, -1.38)","1"
"17.56305","-0.036","1.495","-3.773","0.143","-0.117","0.983","0.028","1.504","-3.782","0.143","-0.117","0.983","True","Black Sphere","(0.33, 1.148, -1.38)","1"
"17.5752","-0.037","1.494","-3.772","0.148","-0.123","0.981","0.027","1.504","-3.781","0.148","-0.123","0.981","True","Black Sphere","(0.33, 1.148, -1.38)","1"
"17.58917","-0.038","1.493","-3.771","0.153","-0.128","0.98","0.026","1.503","-3.78","0.153","-0.128","0.98","True","Black Sphere","(0.33, 1.148, -1.38)","1"
"17.60332","-0.039","1.491","-3.77","0.157","-0.133","0.979","0.025","1.503","-3.779","0.157","-0.133","0.979","True","Black Sphere","(0.33, 1.148, -1.38)","1"
"17.61705","-0.04","1.49","-3.769","0.159","-0.137","0.978","0.023","1.502","-3.778","0.159","-0.137","0.978","True","Black Sphere","(0.33, 1.148, -1.38)","1"
"17.6318","-0.043","1.489","-3.769","0.156","-0.14","0.978","0.02","1.502","-3.777","0.156","-0.14","0.978","True","Black Sphere","(0.33, 1.148, -1.38)","1"
"17.64678","-0.046","1.488","-3.769","0.149","-0.139","0.979","0.017","1.502","-3.777","0.149","-0.139","0.979","True","Black Sphere","(0.33, 1.148, -1.38)","1"
"17.66125","-0.049","1.488","-3.77","0.138","-0.136","0.981","0.014","1.502","-3.777","0.138","-0.136","0.981","True","Black Sphere","(0.33, 1.148, -1.38)","1"
"17.67482","-0.052","1.488","-3.772","0.122","-0.128","0.984","0.01","1.503","-3.778","0.122","-0.128","0.984","True","Black Sphere","(0.33, 1.148, -1.38)","1"
"17.68911","-0.056","1.489","-3.774","0.104","-0.117","0.988","0.007","1.505","-3.779","0.104","-0.117","0.988","True","Black Sphere","(0.33, 1.148, -1.38)","1"
"17.70307","-0.059","1.49","-3.777","0.085","-0.103","0.991","0.004","1.506","-3.781","0.085","-0.103","0.991","True","Black Sphere","(0.33, 1.148, -1.38)","1"
"17.71803","-0.062","1.492","-3.781","0.063","-0.085","0.994","0.001","1.508","-3.783","0.063","-0.085","0.994","False","no object","(0, 0, 0)","1"
"17.73202","-0.064","1.494","-3.784","0.043","-0.066","0.997","-0.001","1.51","-3.786","0.043","-0.066","0.997","False","no object","(0, 0, 0)","1"
"17.74684","-0.066","1.497","-3.788","0.022","-0.047","0.999","-0.003","1.513","-3.789","0.022","-0.047","0.999","False","no object","(0, 0, 0)","1"
"17.7613","-0.067","1.499","-3.792","0.002","-0.028","1","-0.004","1.515","-3.792","0.002","-0.028","1","False","no object","(0, 0, 0)","1"
"17.7767","-0.068","1.501","-3.796","-0.017","-0.008","1","-0.005","1.517","-3.795","-0.017","-0.008","1","False","no object","(0, 0, 0)","1"
"17.78906","-0.069","1.503","-3.799","-0.033","0.009","0.999","-0.006","1.518","-3.797","-0.033","0.009","0.999","False","no object","(0, 0, 0)","1"
"17.80398","-0.07","1.505","-3.802","-0.047","0.023","0.999","-0.007","1.52","-3.8","-0.047","0.023","0.999","False","no object","(0, 0, 0)","1"
"17.81824","-0.071","1.507","-3.805","-0.061","0.036","0.998","-0.007","1.521","-3.802","-0.061","0.036","0.998","False","no object","(0, 0, 0)","1"
"17.83197","-0.071","1.508","-3.807","-0.072","0.045","0.996","-0.008","1.522","-3.803","-0.072","0.045","0.996","False","no object","(0, 0, 0)","1"
"17.84674","-0.072","1.508","-3.809","-0.083","0.053","0.995","-0.009","1.523","-3.805","-0.083","0.053","0.995","False","no object","(0, 0, 0)","1"
"17.86132","-0.073","1.509","-3.811","-0.092","0.06","0.994","-0.01","1.523","-3.806","-0.092","0.06","0.994","False","no object","(0, 0, 0)","1"
"17.87476","-0.074","1.509","-3.812","-0.1","0.066","0.993","-0.011","1.524","-3.807","-0.1","0.066","0.993","False","no object","(0, 0, 0)","1"
"17.88898","-0.075","1.509","-3.814","-0.106","0.071","0.992","-0.012","1.524","-3.808","-0.106","0.071","0.992","False","no object","(0, 0, 0)","1"
"17.90358","-0.076","1.509","-3.815","-0.109","0.076","0.991","-0.013","1.525","-3.809","-0.109","0.076","0.991","False","no object","(0, 0, 0)","1"
"17.91772","-0.077","1.509","-3.816","-0.111","0.081","0.991","-0.014","1.525","-3.81","-0.111","0.081","0.991","False","no object","(0, 0, 0)","1"
"17.93246","-0.078","1.509","-3.816","-0.113","0.084","0.99","-0.016","1.525","-3.811","-0.113","0.084","0.99","False","no object","(0, 0, 0)","1"
"17.94718","-0.079","1.509","-3.817","-0.113","0.086","0.99","-0.017","1.525","-3.811","-0.113","0.086","0.99","False","no object","(0, 0, 0)","1"
"17.96122","-0.081","1.508","-3.817","-0.113","0.087","0.99","-0.018","1.525","-3.811","-0.113","0.087","0.99","False","no object","(0, 0, 0)","1"
"17.97512","-0.082","1.507","-3.817","-0.115","0.085","0.99","-0.02","1.525","-3.811","-0.115","0.085","0.99","False","no object","(0, 0, 0)","1"
"17.9903","-0.084","1.506","-3.817","-0.118","0.082","0.99","-0.022","1.525","-3.811","-0.118","0.082","0.99","False","no object","(0, 0, 0)","1"
"18.00344","-0.085","1.505","-3.816","-0.122","0.077","0.99","-0.023","1.524","-3.81","-0.122","0.077","0.99","False","no object","(0, 0, 0)","1"
"18.01734","-0.086","1.504","-3.816","-0.128","0.071","0.989","-0.025","1.524","-3.81","-0.128","0.071","0.989","False","no object","(0, 0, 0)","1"
"18.03172","-0.088","1.503","-3.816","-0.137","0.063","0.989","-0.026","1.523","-3.809","-0.137","0.063","0.989","False","no object","(0, 0, 0)","1"
"18.04728","-0.088","1.503","-3.815","-0.146","0.054","0.988","-0.027","1.522","-3.807","-0.146","0.054","0.988","False","no object","(0, 0, 0)","1"
"18.0612","-0.089","1.502","-3.815","-0.155","0.044","0.987","-0.028","1.521","-3.806","-0.155","0.044","0.987","False","no object","(0, 0, 0)","1"
"18.07551","-0.089","1.501","-3.814","-0.165","0.034","0.986","-0.028","1.52","-3.805","-0.165","0.034","0.986","False","no object","(0, 0, 0)","1"
"18.0891","-0.089","1.501","-3.814","-0.175","0.024","0.984","-0.028","1.519","-3.803","-0.175","0.024","0.984","False","no object","(0, 0, 0)","1"
"18.10334","-0.09","1.501","-3.813","-0.187","0.013","0.982","-0.028","1.518","-3.802","-0.187","0.013","0.982","False","no object","(0, 0, 0)","1"
"18.11753","-0.09","1.5","-3.812","-0.2","0.001","0.98","-0.028","1.517","-3.8","-0.2","0.001","0.98","False","no object","(0, 0, 0)","1"
"18.13218","-0.09","1.5","-3.812","-0.212","-0.011","0.977","-0.028","1.516","-3.798","-0.212","-0.011","0.977","False","no object","(0, 0, 0)","1"
"18.14674","-0.09","1.499","-3.811","-0.224","-0.022","0.974","-0.029","1.515","-3.796","-0.224","-0.022","0.974","False","no object","(0, 0, 0)","1"
"18.16135","-0.09","1.499","-3.81","-0.235","-0.033","0.971","-0.029","1.514","-3.795","-0.235","-0.033","0.971","False","no object","(0, 0, 0)","1"
"18.17482","-0.09","1.498","-3.81","-0.246","-0.042","0.968","-0.028","1.513","-3.794","-0.246","-0.042","0.968","False","no object","(0, 0, 0)","1"
"18.189","-0.09","1.498","-3.809","-0.255","-0.048","0.966","-0.028","1.513","-3.793","-0.255","-0.048","0.966","False","no object","(0, 0, 0)","1"
"18.20586","-0.09","1.498","-3.81","-0.264","-0.052","0.963","-0.029","1.512","-3.792","-0.264","-0.052","0.963","False","no object","(0, 0, 0)","1"
"18.21779","-0.09","1.498","-3.81","-0.272","-0.054","0.961","-0.029","1.512","-3.792","-0.272","-0.054","0.961","False","no object","(0, 0, 0)","1"
"18.23211","-0.09","1.499","-3.81","-0.281","-0.054","0.958","-0.029","1.512","-3.792","-0.281","-0.054","0.958","False","no object","(0, 0, 0)","1"
"18.24637","-0.09","1.499","-3.811","-0.289","-0.054","0.956","-0.03","1.512","-3.792","-0.289","-0.054","0.956","False","no object","(0, 0, 0)","1"
"18.26114","-0.091","1.499","-3.812","-0.295","-0.052","0.954","-0.03","1.512","-3.792","-0.295","-0.052","0.954","False","no object","(0, 0, 0)","1"
"18.27453","-0.091","1.499","-3.813","-0.302","-0.049","0.952","-0.031","1.512","-3.793","-0.302","-0.049","0.952","False","no object","(0, 0, 0)","1"
"18.28929","-0.092","1.5","-3.814","-0.308","-0.046","0.95","-0.031","1.513","-3.794","-0.308","-0.046","0.95","False","no object","(0, 0, 0)","1"
"18.30329","-0.092","1.5","-3.815","-0.315","-0.043","0.948","-0.032","1.513","-3.794","-0.315","-0.043","0.948","False","no object","(0, 0, 0)","1"
"18.31742","-0.093","1.5","-3.816","-0.322","-0.041","0.946","-0.033","1.513","-3.795","-0.322","-0.041","0.946","False","no object","(0, 0, 0)","1"
"18.3321","-0.093","1.5","-3.817","-0.329","-0.041","0.943","-0.033","1.513","-3.795","-0.329","-0.041","0.943","False","no object","(0, 0, 0)","1"
"18.34683","-0.094","1.5","-3.817","-0.336","-0.041","0.941","-0.034","1.513","-3.796","-0.336","-0.041","0.941","False","no object","(0, 0, 0)","1"
"18.36119","-0.094","1.5","-3.818","-0.343","-0.041","0.938","-0.035","1.513","-3.796","-0.343","-0.041","0.938","False","no object","(0, 0, 0)","1"
"18.37467","-0.095","1.5","-3.819","-0.351","-0.04","0.935","-0.035","1.513","-3.796","-0.351","-0.04","0.935","False","no object","(0, 0, 0)","1"
"18.38877","-0.095","1.501","-3.82","-0.359","-0.039","0.933","-0.036","1.513","-3.796","-0.359","-0.039","0.933","False","no object","(0, 0, 0)","1"
